delito,diasem,mes,tipov,longitud,latitud
501,7,3,0,1,-71.619459,-33.5811823
502,7,3,1,1,-71.3957048,-32.9264189
503,7,3,6,1,-70.5378571,-32.8377266
504,7,3,11,1,-71.5801707,-33.1148932
505,7,3,21,1,-71.5171681,-33.0212688
506,1,3,6,1,-71.5308376,-33.0368108
507,1,3,6,1,-71.595817,-33.5497054
508,1,3,17,1,-71.2737698,-32.9846431
509,1,3,20,1,-70.7267693,-32.7574791
510,1,3,21,1,-71.383707,-33.0450165
511,2,3,5,1,-71.5193262,-33.0025019
512,2,3,6,1,-71.6107242,-33.6128648
513,2,3,12,2,-71.3901856,-33.0432362
514,2,3,16,3,-71.5469288,-33.0221567
515,2,3,18,1,-70.6009955,-32.8286145
516,2,3,20,3,-71.066658,-32.4274773
517,2,3,21,3,-71.5799993,-33.0629464
518,2,3,21,1,-71.531185,-32.7789869
519,3,3,2,1,-71.504984,-32.9943942
520,3,3,9,1,-71.3690535,-33.0389482
521,3,3,12,6,-71.4052479,-33.0630611
522,3,3,14,1,-71.5428247,-33.0410593
523,3,3,17,3,-71.7231708,-33.9078087
524,4,3,2,1,-71.5953203,-33.0530741
525,4,3,4,1,-71.5174584,-33.0191728
526,4,3,7,1,-71.5844619,-33.0335862
527,4,3,7,3,-70.9303569,-32.2501603
528,4,3,7,2,-71.5818673,-33.0376601
529,4,3,12,4,-71.4294943,-32.5083994
530,4,3,15,1,-71.5341096,-33.0317099
531,4,3,15,1,-71.5649964,-33.0269453
532,4,3,18,1,-71.6270876,-33.0419146
533,4,3,18,1,-71.5416552,-33.0106378
534,4,3,23,1,-71.5533983,-33.0126984
535,5,3,4,4,-71.5420328,-32.9758854
536,5,3,22,1,-71.5412646,-33.0204174
537,6,3,7,2,-71.4115759,-32.7243475
538,6,3,13,1,-71.5412646,-33.0204174
539,6,3,20,1,-71.5170096,-32.9955572
540,6,3,22,1,-71.4067541,-33.036089
541,7,3,0,1,-71.3836602,-33.0609797
542,7,3,1,1,-71.4966819,-33.010614
543,7,3,3,2,-71.5412862,-33.0171964
544,7,3,4,2,-71.6104244,-33.596178
545,7,3,5,1,-71.5179136,-32.9257626
546,7,3,9,1,-71.5500014,-33.0153549
547,7,3,10,1,-109.349576,-27.1259593
548,7,3,20,1,-71.5439627,-33.027092
549,7,3,20,3,-71.5451875,-33.0107519
550,7,3,21,1,-71.4421149,-33.0492796
551,7,3,23,1,-71.5413,-33.0283188
552,1,3,0,2,-70.961836,-32.8409602
553,1,3,1,1,-71.5694837,-33.0653505
554,1,3,2,4,-70.7330738,-32.7530041
555,1,3,2,1,-71.4112024,-33.314977
556,1,3,16,1,-71.0304094,-32.8166194
557,1,3,18,1,-71.2761586,-32.9794062
558,1,3,22,1,-70.9729754,-32.837865
559,1,3,12,1,-71.6004072,-33.0548489
560,2,3,4,6,-71.5518545,-33.0263663
561,2,3,17,1,-71.4558469,-33.0446792
562,2,3,20,1,-71.5462916,-32.9328995
563,2,3,22,1,-71.5478921,-33.026438
564,2,3,23,3,-71.4528021,-33.0443878
565,3,3,0,1,-71.4035207,-33.0428596
566,3,3,15,1,-71.497532,-32.9211009
567,3,3,20,1,-71.5008309,-32.9981392
568,3,3,21,1,-71.4075521,-33.0415056
569,4,3,3,4,-71.5035154,-33.0234682
570,4,3,10,2,-71.465996,-33.0552592
571,4,3,11,1,-71.3608144,-33.0623665
572,4,3,12,1,-71.6033068,-33.0486892
573,4,3,13,1,-70.6037447,-32.8394016
574,4,3,14,1,-71.1984998,-32.787795
575,4,3,18,5,-71.4812528,-33.0305494
576,4,3,21,1,-71.4812528,-33.0305494
577,5,3,7,3,-71.5224352,-32.9921268
578,5,3,20,1,-71.4498217,-33.0467826
579,5,3,21,1,-71.5643353,-33.0457642
580,6,3,1,1,-71.3735501,-33.0424859
581,6,3,3,4,-109.32303,-27.0737385
582,6,3,5,1,-71.37821,-33.0605311
583,6,3,9,1,-71.6829348,-33.4326083
584,6,3,10,1,-71.5518545,-33.0263663
585,6,3,12,1,-71.5671464,-33.0237032
586,6,3,13,1,-71.6065609,-33.0502611
587,6,3,14,3,-71.247346,-32.8949086
588,6,3,16,1,-71.5514361,-33.022563
589,6,3,20,1,-71.4346616,-33.0457364
590,6,3,22,1,-71.5446389,-33.0250598
591,6,3,23,1,-71.2587096,-32.8768018
592,7,3,2,1,-71.4075521,-33.0415056
593,7,3,3,1,-71.5514361,-33.022563
594,7,3,4,2,-71.3623003,-33.0390776
595,7,3,4,6,-71.6947227,-33.3952951
596,7,3,5,3,-71.2458465,-32.8883282
597,7,3,6,4,-70.5948816,-32.8341016
598,7,3,8,1,-71.6044023,-33.5467786
599,7,3,12,6,-71.4508924,-33.6121783
600,7,3,23,1,-71.4049121,-33.0332534
601,1,3,1,2,-71.405384,-33.0430648
602,1,3,7,1,-71.5385478,-33.0027822
603,1,3,12,1,-71.256515,-32.8888143
604,1,3,16,1,-71.6304773,-33.0321368
605,1,3,17,1,-71.551537,-33.0251315
606,1,3,20,3,-70.6769528,-32.8253619
607,1,3,23,1,-71.5209532,-32.9350583
608,2,3,0,2,-71.6107242,-33.6128648
609,2,3,7,1,-71.5687908,-33.0306259
610,2,3,9,1,-71.496869,-33.0343484
611,2,3,10,1,-71.2624321,-32.8812004
612,2,3,18,1,-71.4256975,-33.0446133
613,2,3,21,6,-70.6040027,-32.8477502
614,2,3,22,1,-70.8433298,-32.2168984
615,3,3,0,1,-71.5529712,-33.0170136
616,3,3,7,3,-71.3940451,-33.0586384
617,3,3,10,1,-71.5451875,-33.0107519
618,3,3,18,1,-71.5008309,-32.9981392
619,3,3,20,1,-71.5266504,-32.7902078
620,4,3,3,3,-71.4802803,-33.0268808
621,4,3,6,4,-71.5662281,-33.1404371
622,4,3,10,6,-71.4199692,-33.0455935
623,4,3,11,5,-70.5954808,-32.8439053
624,4,3,23,1,-71.4356602,-33.0539175
625,4,3,23,3,-71.585355,-33.0453634
626,5,3,1,1,-71.6403206,-33.0592086
627,5,3,5,4,-71.5174584,-33.0191728
628,5,3,7,1,-70.731435,-32.7583009
629,5,3,10,3,-71.545625,-33.0127989
630,5,3,11,6,-71.6132377,-33.5808615
631,5,3,20,3,-71.6700896,-33.3609088
632,5,3,20,1,-71.6222441,-33.0444264
633,5,3,23,6,-71.4662896,-33.0429958
634,5,3,23,6,-71.5821353,-33.0456268
635,6,3,3,1,-71.6047449,-33.0451171
636,6,3,3,1,-71.5518545,-33.0263663
637,6,3,4,3,-71.6741031,-33.4515744
638,6,3,22,2,-71.4067541,-33.036089
639,7,3,0,1,-71.5415233,-32.9705299
640,7,3,2,1,-71.4168956,-33.0582246
641,7,3,4,1,-71.4446407,-33.0452702
642,7,3,5,4,-70.7190146,-32.6375919
643,7,3,10,1,-71.4271313,-33.0677559
644,7,3,11,1,-71.560206,-33.1171703
645,7,3,20,1,-71.6047449,-33.0451171
646,7,3,22,2,-71.4446407,-33.0452702
647,1,3,4,6,-70.9546538,-32.8428205
648,1,3,15,1,-71.5415278,-32.9332784
649,1,3,17,3,-71.5035154,-33.0234682
650,1,3,20,2,-71.6132377,-33.5808615
651,1,3,22,1,-71.4091654,-33.061117
652,2,4,8,4,-71.4848883,-32.7374498
653,2,4,10,3,-71.4791926,-33.027814
654,2,4,12,3,-71.4831381,-33.598246
655,2,4,19,3,-71.5437497,-33.0098837
656,2,4,20,1,-71.4421149,-33.0492796
657,3,4,2,3,-70.9992018,-32.8404539
658,3,4,3,1,-71.5518545,-33.0263663
659,3,4,9,1,-71.5669046,-33.0319758
660,3,4,11,1,-71.5622949,-33.0423823
661,3,4,13,1,-71.4377238,-33.049072
662,4,4,1,1,-71.4156394,-33.0590806
663,4,4,8,2,-71.0304094,-32.8166194
664,4,4,9,1,-71.2597653,-32.8920381
665,4,4,16,1,-71.3957488,-33.0391523
666,4,4,19,1,-71.6047449,-33.0451171
667,5,4,5,1,-71.6073115,-33.5640877
668,5,4,6,6,-71.5701391,-33.0334207
669,5,4,9,1,-71.5631849,-33.0337029
670,5,4,9,2,-71.5520726,-33.1135847
671,5,4,10,2,-71.5835596,-33.0309795
672,5,4,19,4,-70.7252689,-32.7572316
673,5,4,20,1,-71.5451875,-33.0107519
674,5,4,20,1,-71.4267394,-33.0621366
675,5,4,21,1,-71.5444143,-32.9584665
676,5,4,22,1,-71.3371141,-33.0528802
677,5,4,23,1,-71.6132377,-33.5808615
678,6,4,0,1,-71.547998,-33.0422645
679,6,4,2,4,-71.395451,-33.0370272
680,6,4,2,2,-71.2539839,-33.0047266
681,6,4,3,6,-71.4977896,-33.0184961
682,6,4,8,6,-71.3936577,-33.0492646
683,6,4,10,1,-71.5935069,-33.618386
684,6,4,12,1,-71.6237431,-33.6469049
685,7,4,3,3,-71.2567023,-33.0226904
686,7,4,4,1,-71.4484552,-33.0557026
687,7,4,7,1,-71.6312111,-33.0347946
688,7,4,8,6,-71.4952287,-33.1936321
689,7,4,10,1,-71.6027968,-33.5448179
690,7,4,11,4,-71.5114357,-33.0227149
691,7,4,19,1,-71.3976648,-33.057103
692,7,4,21,6,-71.4952287,-33.1936321
693,1,4,8,1,-70.9743549,-32.8361472
694,1,4,12,1,-70.8370623,-32.7702191
695,1,4,13,5,-71.5077349,-32.9206228
696,1,4,14,1,-71.4911706,-33.0211444
697,1,4,17,1,-71.407372,-33.052066
698,1,4,22,1,-71.6168641,-33.0436536
699,2,4,5,6,-71.4812849,-33.2082797
700,2,4,9,1,-71.595062,-33.0595781
701,2,4,13,1,-71.4828119,-33.0362561
702,3,4,17,2,-71.5077349,-32.9206228
703,3,4,21,1,-71.4390419,-33.0533474
704,4,4,0,1,-71.5006724,-32.9901309
705,4,4,1,4,-71.5469859,-33.0083414
706,4,4,3,1,-70.7190146,-32.6375919
707,4,4,7,4,-70.7183249,-32.6244948
708,4,4,9,2,-71.5286203,-32.7832013
709,4,4,12,3,-71.5466732,-33.0211173
710,4,4,13,2,-71.6313847,-33.0293299
711,4,4,18,1,-71.3642786,-33.0660092
712,4,4,20,6,-71.629089,-33.6405993
713,4,4,22,6,-71.629089,-33.6405993
714,5,4,3,1,-71.6015256,-33.055669
715,5,4,4,1,-71.5504141,-33.0173875
716,5,4,12,1,-71.5077349,-32.9206228
717,5,4,14,1,-71.6112873,-33.0502618
718,5,4,16,1,-71.6700896,-33.3609088
719,5,4,19,2,-71.0987091,-32.8279165
720,5,4,20,3,-71.5282788,-33.0326217
721,5,4,22,4,-70.731435,-32.7583009
722,5,4,22,1,-71.2574506,-32.8819247
723,5,4,22,1,-71.498956,-32.9899727
724,6,4,0,1,-71.4898299,-33.0052211
725,6,4,7,3,-71.5622949,-33.0423823
726,6,4,18,1,-70.6910789,-32.816678
727,6,4,20,2,-71.5068503,-33.0126969
728,1,4,9,1,-71.5527718,-33.0159782
729,1,4,18,2,-71.2711084,-32.8754726
730,1,4,23,6,-71.5286203,-32.7832013
731,2,4,0,6,-71.1461411,-32.7963317
732,2,4,2,1,-70.5986705,-32.8341419
733,2,4,2,3,-71.2409861,-32.8840768
734,2,4,6,6,-71.6033068,-33.0486892
735,2,4,6,6,-71.4778148,-32.7167344
736,2,4,6,6,-71.4778148,-32.7167344
737,2,4,7,2,-71.4279226,-33.0475606
738,2,4,8,2,-71.5185759,-33.0295952
739,2,4,19,5,-71.5527718,-33.0159782
740,2,4,21,1,-71.5784124,-33.04716
741,2,4,21,3,-71.5518545,-33.0263663
742,2,4,22,1,-71.5448895,-33.0414602
743,2,4,23,1,-71.5601413,-33.0287888
744,3,4,4,5,-71.5486968,-33.0212062
745,3,4,6,6,-71.5072558,-33.0372239
746,3,4,8,1,-71.4778148,-32.7167344
747,3,4,10,6,-71.6237431,-33.6469049
748,3,4,17,1,-71.5514361,-33.022563
749,3,4,20,1,-71.5451875,-33.0107519
750,3,4,21,6,-71.4091654,-33.061117
751,4,4,0,1,-71.5599405,-33.0173588
752,4,4,7,3,-71.3983188,-33.0621641
753,4,4,14,3,-71.5236528,-33.0367894
754,4,4,16,1,-71.6043791,-33.0441987
755,4,4,21,1,-70.6009955,-32.8286145
756,5,4,0,1,-71.5759237,-33.0488892
757,5,4,1,1,-71.5672799,-33.0237868
758,5,4,3,1,-71.562273,-33.0327994
759,5,4,4,1,-71.4503406,-33.0478762
760,5,4,4,6,-71.6024251,-33.5159717
761,5,4,7,4,-71.547998,-33.0422645
762,5,4,18,1,-71.6892002,-33.3934295
763,5,4,22,3,-71.6205394,-33.0492108
764,6,4,0,5,-71.4831381,-33.598246
765,6,4,5,1,-71.1918371,-32.7896905
766,6,4,10,1,-71.4266587,-33.048739
767,6,4,16,1,-70.6009955,-32.8286145
768,6,4,18,1,-70.5772005,-32.8335782
769,6,4,22,1,-71.5980178,-33.0356252
770,6,4,22,1,-71.5564372,-33.0476439
771,7,4,0,1,-71.5560675,-33.0331879
772,7,4,2,6,-71.5645494,-33.0303901
773,7,4,4,1,-71.6374245,-33.0437365
774,7,4,4,1,-71.5412646,-33.0204174
775,7,4,7,1,-70.5997758,-32.8326155
776,7,4,9,1,-71.5297936,-32.9348828
777,7,4,11,1,-71.5279205,-33.0364165
778,7,4,14,1,-71.5468598,-33.0126179
779,7,4,14,1,-71.6047449,-33.0451171
780,7,4,18,2,-71.6534483,-33.0593531
781,1,4,1,1,-70.6610597,-32.7437807
782,1,4,10,1,-71.5556803,-33.1082735
783,1,4,12,3,-71.6106043,-33.5809859
784,1,4,14,1,-71.4315821,-33.0552689
785,1,4,14,1,-71.4245319,-32.6296117
786,1,4,15,2,-70.6045249,-32.841059
787,1,4,18,6,-71.2764582,-32.9385059
788,1,4,20,1,-71.4799589,-33.0001492
789,1,4,20,2,-71.591383,-33.5427519
790,1,4,21,1,-71.5954202,-33.5486166
791,1,4,22,1,-71.5424539,-33.0135808
792,2,4,0,1,-71.4778148,-32.7167344
793,2,4,2,6,-71.6163867,-33.608829
794,2,4,2,6,-71.6163867,-33.608829
795,2,4,4,2,-71.4666379,-33.048217
796,2,4,7,2,-70.6045249,-32.841059
797,2,4,18,6,-71.5249741,-32.9644204
798,2,4,21,3,-70.6121773,-32.8251515
799,2,4,21,3,-71.556894,-33.023666
800,2,4,22,1,-71.5412862,-33.0171964
801,2,4,23,1,-70.6751991,-32.826465
802,3,4,9,2,-71.6310441,-33.0300802
803,3,4,11,3,-71.5513425,-33.015153
804,3,4,16,6,-71.5084917,-33.0403854
805,3,4,16,2,-71.5987403,-33.0497034
806,3,4,19,4,-70.5913344,-32.8194641
807,4,4,4,2,-71.6856802,-33.3976876
808,4,4,6,6,-71.4053896,-33.0588578
809,4,4,7,1,-71.6237431,-33.6469049
810,4,4,10,1,-71.4959569,-33.0342944
811,4,4,10,1,-71.6153501,-33.0544103
812,4,4,11,1,-71.5740181,-33.0637016
813,4,4,19,2,-71.546944,-33.0265738
814,4,4,21,1,-71.5462089,-33.005736
815,5,4,1,1,-71.6053915,-33.0439559
816,5,4,4,6,-71.4811052,-32.9992121
817,5,4,6,1,-70.6095572,-32.829607
818,5,4,17,1,-71.5341096,-33.0317099
819,5,4,20,1,-71.531633,-33.0340976
820,5,4,21,1,-71.5451875,-33.0107519
821,6,4,1,3,-71.5408919,-33.0104669
822,6,4,1,2,-71.5105005,-32.9201027
823,6,4,3,1,-71.3689292,-33.0434542
824,6,4,3,1,-71.3745163,-33.063237
825,6,4,3,1,-71.4019731,-33.0324764
826,6,4,5,2,-71.5976849,-33.0545774
827,6,4,12,2,-71.4440235,-32.5075486
828,6,4,15,1,-71.4446407,-33.0452702
829,6,4,17,1,-71.2732091,-32.9963927
830,6,4,22,1,-71.5451875,-33.0107519
831,6,4,22,2,-71.5374689,-33.00828
832,6,4,22,1,-71.4393073,-33.044268
833,7,4,3,1,-71.5784124,-33.04716
834,7,4,7,2,-71.4511366,-32.5776422
835,7,4,18,2,-71.4666379,-33.048217
836,7,4,23,2,-71.2249822,-32.8261402
837,1,4,0,1,-71.5959272,-33.0540214
838,1,4,3,1,-71.5026123,-32.991887
839,1,4,7,1,-71.5864122,-33.062909
840,1,4,9,1,-71.4951167,-33.004953
841,1,4,10,6,-71.5372895,-33.05132
842,1,4,18,2,-71.5892459,-33.0430331
843,1,4,21,1,-71.3657407,-33.0438484
844,1,4,22,1,-71.4517002,-33.0522652
845,2,4,0,2,-70.7248641,-32.7513552
846,2,4,0,1,-71.5486998,-33.040747
847,2,4,4,4,-71.4071334,-33.3182391
848,2,4,6,1,-71.5995497,-33.5475773
849,2,4,9,4,-71.4811052,-32.9992121
850,2,4,21,1,-71.2624321,-32.8812004
851,2,4,21,1,-71.5668396,-33.0312416
852,3,4,1,2,-71.5513425,-33.015153
853,3,4,10,1,-71.5059474,-33.0241041
854,3,4,18,2,-71.6135721,-33.5798137
855,3,4,18,1,-71.4446407,-33.0452702
856,3,4,20,1,-71.5449701,-33.0015313
857,3,4,20,6,-71.5310488,-32.9810115
858,3,4,21,2,-71.5500014,-33.0153549
859,4,5,2,5,-71.5624516,-33.0200038
860,4,5,3,1,-71.6044078,-33.0459178
861,4,5,6,1,-71.5722836,-33.0266526
862,4,5,8,1,-71.4044289,-33.3149367
863,4,5,9,1,-71.4024513,-33.3213854
864,4,5,11,4,-71.5195257,-33.0190658
865,4,5,16,1,-71.5080905,-33.0402247
866,4,5,16,1,-71.5860866,-33.0565365
867,4,5,18,6,-71.553234,-33.1173389
868,4,5,19,1,-71.2642783,-33.0118741
869,4,5,19,1,-71.2113962,-32.792764
870,4,5,19,3,-71.4522496,-33.0494328
871,5,5,4,1,-71.6718092,-33.4469365
872,5,5,4,3,-71.223731,-33.0030329
873,5,5,6,4,-71.5180509,-33.0236796
874,5,5,17,1,-71.5047121,-33.0353513
875,5,5,20,1,-71.5468673,-33.0251029
876,5,5,23,1,-71.6446586,-33.0300924
877,6,5,1,1,-71.5009266,-32.9964437
878,6,5,2,1,-71.5518545,-33.0263663
879,6,5,3,1,-71.4616657,-32.9346405
880,6,5,8,1,-71.6040664,-33.6107019
881,6,5,9,3,-71.632533,-33.0511038
882,6,5,11,1,-71.5486968,-33.0212062
883,6,5,16,1,-71.6386412,-33.0377189
884,6,5,22,1,-70.7065523,-32.7649104
885,7,5,6,1,-71.6222115,-33.0516037
886,7,5,20,1,-71.6130545,-33.6147395
887,1,5,0,1,-71.4234409,-33.0541996
888,1,5,15,1,-71.5469288,-33.0221567
889,1,5,19,1,-71.5488481,-33.0160416
890,1,5,19,2,-71.3643578,-33.0221536
891,1,5,20,6,-71.5077349,-32.9206228
892,2,5,2,1,-70.9690624,-32.7756727
893,2,5,3,3,-71.6457594,-33.3299931
894,2,5,6,1,-71.5397346,-33.0356497
895,2,5,9,3,-71.5586598,-33.0277313
896,2,5,12,1,-71.2390744,-32.8676354
897,2,5,17,1,-71.3591215,-33.0424772
898,2,5,20,3,-71.5412646,-33.0204174
899,2,5,21,1,-71.5313153,-33.0296711
900,3,5,0,1,-71.5210059,-33.021207
901,3,5,5,6,-71.496384,-33.0302885
902,3,5,7,1,-71.2401955,-32.8641196
903,3,5,13,1,-71.1886556,-32.771689
904,3,5,17,1,-71.5486968,-33.0212062
905,3,5,17,1,-71.4215791,-33.0489147
906,3,5,19,1,-71.546654,-33.0115857
907,4,5,15,1,-70.5378571,-32.8377266
908,4,5,20,3,-71.5601413,-33.0287888
909,4,5,21,1,-71.5486968,-33.0212062
910,5,5,1,1,-71.6222441,-33.0444264
911,5,5,2,1,-71.3990832,-33.0390419
912,5,5,13,1,-71.5488481,-33.0160416
913,5,5,15,2,-71.2824743,-32.9857433
914,5,5,22,1,-71.5412862,-33.0171964
915,6,5,0,1,-71.5518545,-33.0263663
916,6,5,5,2,-71.4469555,-33.0489847
917,6,5,9,2,-71.2644805,-32.8796074
918,6,5,18,1,-71.6270876,-33.0419146
919,6,5,20,1,-71.5451875,-33.0107519
920,6,5,23,1,-71.4408573,-33.050334
921,7,5,1,1,-71.3963436,-33.0439752
922,7,5,4,1,-71.6536025,-33.0457916
923,7,5,4,1,-71.4446242,-33.0465983
924,7,5,5,2,-71.4778148,-32.7167344
925,7,5,6,1,-71.0507295,-32.170055
926,7,5,10,1,-71.4541449,-33.0447918
927,7,5,16,1,-71.0304094,-32.8166194
928,7,5,20,1,-71.4105377,-33.0437269
929,7,5,21,1,-71.0649659,-32.3288541
930,1,5,5,3,-71.4466456,-33.0464331
931,1,5,10,1,-71.5105005,-32.9201027
932,1,5,12,4,-71.4870617,-33.0019939
933,1,5,13,3,-71.5077349,-32.9206228
934,1,5,16,1,-71.486814,-32.931288
935,1,5,17,1,-71.5425627,-33.0307411
936,1,5,19,1,-70.9543527,-32.8392392
937,1,5,20,2,-71.5106201,-33.023967
938,1,5,20,1,-71.4518712,-32.5066176
939,2,5,1,4,-71.5385478,-33.0027822
940,2,5,3,1,-71.3939686,-33.0421478
941,2,5,3,4,-71.5476232,-33.0225113
942,2,5,7,3,-71.3957488,-33.0391523
943,2,5,8,2,-71.2781918,-32.5719426
944,2,5,11,5,-71.5518545,-33.0263663
945,2,5,15,3,-71.386116,-33.046414
946,2,5,16,5,-71.2785561,-32.9382696
947,2,5,19,4,-70.6191683,-32.8183942
948,2,5,21,1,-71.547998,-33.0422645
949,2,5,21,4,-71.5729123,-33.0317109
950,3,5,0,4,-71.5096396,-33.0378642
951,3,5,2,1,-71.5286203,-32.7832013
952,3,5,10,4,-71.5174584,-33.0191728
953,3,5,14,1,-70.6871827,-32.8393819
954,3,5,14,2,-70.9694202,-32.2311021
955,3,5,17,1,-71.5412646,-33.0204174
956,4,5,3,1,-71.4131685,-33.3058557
957,4,5,5,5,-71.5648315,-33.1215327
958,4,5,14,1,-70.5378571,-32.8377266
959,4,5,14,5,-71.6055296,-33.5524098
960,4,5,18,1,-71.5426296,-33.0306466
961,4,5,19,1,-71.6335844,-33.0455165
962,4,5,20,4,-70.6121773,-32.8251515
963,5,5,5,1,-71.5656668,-33.1177505
964,5,5,7,1,-71.4973107,-33.0338878
965,5,5,10,4,-71.5782502,-33.0302751
966,5,5,12,1,-71.5630464,-33.0283334
967,5,5,15,1,-71.545625,-33.0127989
968,5,5,15,2,-71.2666965,-32.8984464
969,5,5,15,1,-71.2390744,-32.8676354
970,5,5,16,1,-71.5672932,-33.0287925
971,5,5,17,1,-71.3946775,-33.0438945
972,5,5,18,1,-71.5488481,-33.0160416
973,5,5,19,1,-71.6184869,-33.0493763
974,5,5,21,1,-71.6642424,-33.3728545
975,5,5,22,1,-71.6632331,-33.1319955
976,5,5,23,1,-71.2494858,-32.880427
977,6,5,0,1,-71.5795273,-33.0295803
978,6,5,3,3,-71.479071,-33.0001774
979,6,5,5,1,-71.3827296,-33.0523446
980,6,5,7,6,-71.5211845,-33.0412344
981,6,5,7,1,-71.6261939,-33.0460129
982,6,5,13,1,-71.19828,-32.7875816
983,6,5,19,6,-71.5579327,-33.5334301
984,7,5,4,1,-71.5675244,-33.0236723
985,7,5,8,2,-71.4837956,-33.0321541
986,7,5,10,1,-71.5814669,-33.0383432
987,7,5,10,3,-71.5590185,-33.0600493
988,7,5,22,1,-71.1447467,-32.7927743
989,1,5,3,1,-71.5518545,-33.0263663
990,1,5,4,4,-71.5254059,-33.0255135
991,1,5,6,1,-71.6261939,-33.0460129
992,1,5,8,5,-70.5687153,-32.7812418
993,1,5,11,5,-71.5518545,-33.0263663
994,1,5,11,1,-71.6043791,-33.0441987
995,1,5,11,1,-71.5279205,-33.0364165
996,1,5,14,1,-71.531633,-33.0340976
997,1,5,19,1,-70.9570466,-32.8430442
998,1,5,20,3,-71.2484331,-32.8850465
